id,country,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2
2900,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2901,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,325,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,325,162.5,NA,NA
2903,France,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,Yes,Yes,Yes,NA,130,645,5,0,No,0,No,1,Yes,0,0,1,130,65,645,322.5,5,10
2906,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,645,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,645,322.5,NA,NA
2915,France,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,Yes,No,NA,Yes,260,3225,65,0,No,0,No,0,Yes,0,0,1,260,130,3225,1612.5,65,32.5
2920,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,No,NA,DK,NA,65,130,NA,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,65,NA,130,65
2921,France,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,No,NA,NA,NA,645,325,NA,0,No,0,No,NA,NA,0,0,NA,645,322.5,325,162.5,NA,NA
2922,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2925,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2926,France,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,No,NA,NA,NA,Yes,Yes,No,NA,30,NA,30,1,No,NA,NA,1,No,0,NA,0,30,60,NA,NA,30,60
2931,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2935,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2938,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2946,France,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,130,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,130,65,NA,NA,NA,NA
2948,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2951,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2952,France,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,No,NA,NA,3225,15,NA,NA,0,No,1,No,NA,0,0,NA,NA,3225,1612.5,15,30
3121,France,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3158,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3173,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,Yes,No,NA,Yes,NA,325,65,NA,NA,0,Yes,0,Yes,NA,1,1,NA,NA,325,162.5,65,32.5
3178,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3192,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3194,France,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3204,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3206,France,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3208,France,Do not know,No,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,3225,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,3225,1612.5,NA,NA
3211,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10
3226,France,Do not know,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,5,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA
3227,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,No,NA,325,130,NA,NA,0,No,0,No,NA,0,0,NA,NA,325,162.5,130,65
3228,France,Do not know,No,NA,NA,NA,No,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3230,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3233,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3238,France,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3242,France,Vaccines only made available by government at low or no cost,Yes,RS,NA,NA,RS,NA,NA,NA,Yes,Yes,Yes,NA,260,NA,5,NA,NA,NA,NA,1,Yes,NA,NA,1,260,NA,NA,NA,5,10
3282,France,Do not know,Do not know,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3284,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,DK,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
3316,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,RS,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3320,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3327,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,325,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,325,650,NA,NA
3329,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3379,France,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,65,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,65,32.5,NA,NA
3381,France,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,DK,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA
3391,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,RS,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3395,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,5,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA
3407,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3430,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,645,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,645,322.5,NA,NA
3439,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,No,NA,NA,325,5,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,325,NA,5,10
3444,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3450,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,325,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,325,162.5,NA,NA
3502,France,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3508,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,3225,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,3225,1612.5,NA,NA
3527,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3543,France,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,DK,NA,NA,NA,260,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,260,130,NA,NA,NA,NA
3560,France,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3561,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3568,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3569,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3570,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3572,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
3573,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3576,France,Do not know,Do not know,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3581,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10
3583,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3585,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,645,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,645,322.5,NA,NA
3587,France,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,No,NA,NA,NA,645,30,NA,0,No,0,No,NA,NA,0,0,NA,645,322.5,30,15,NA,NA
3588,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3589,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3590,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,325,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,325,650,NA,NA
3591,France,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3592,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3593,France,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,130,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,130,65,NA,NA,NA,NA
3594,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,RS,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3595,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3596,France,Vaccines are only available for private purchase,Do not know,NA,NA,NA,RS,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3597,France,Do not know,Do not know,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3599,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3600,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3601,France,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3602,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA
3603,France,Vaccines only made available by government at low or no cost,Yes,No,NA,No,DK,NA,NA,NA,DK,NA,NA,NA,130,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,130,65,NA,NA,NA,NA
3604,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,DK,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
3605,France,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,30,325,5,1,No,1,No,1,Yes,0,0,1,30,60,325,650,5,10
3606,France,Vaccines are only available for private purchase,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,260,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,260,130,NA,NA,NA,NA
3607,France,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,No,NA,NA,65,65,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,65,NA,65,130
3608,France,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,No,NA,No,No,NA,NA,NA,130,645,NA,NA,NA,0,No,NA,NA,NA,0,NA,130,NA,645,322.5,NA,NA
3609,France,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,No,NA,No,DK,NA,NA,NA,30,645,NA,1,No,0,No,NA,NA,0,0,NA,30,60,645,322.5,NA,NA
3610,France,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
3611,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,DK,NA,NA,NA,5,NA,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,5,10
3612,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3613,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3614,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3615,France,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3616,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3617,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3618,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,NA,325,65,NA,NA,1,No,1,Yes,NA,0,1,NA,NA,325,650,65,130
3619,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3620,France,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,Yes,Yes,Yes,NA,645,NA,5,0,No,NA,NA,1,Yes,0,NA,1,645,322.5,NA,NA,5,10
3621,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,Yes,DK,NA,NA,NA,645,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,30,NA
3622,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,3225,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,3225,1612.5,NA,NA
3623,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,3225,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,3225,1612.5,NA,NA
3624,France,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,DK,NA,Yes,Yes,Yes,NA,130,325,30,NA,NA,1,DK,1,Yes,NA,NA,1,130,NA,325,650,30,60
3625,France,Do not know,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3626,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3627,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,DK,Yes,DK,NA,NA,NA,645,65,NA,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,645,322.5,65,NA
3628,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3629,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3630,France,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3631,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10
3632,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3633,France,Do not know,No,NA,NA,NA,RS,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3634,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3635,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA
3636,France,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3637,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3638,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3639,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3640,France,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3641,France,Vaccines are only available for private purchase,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3642,France,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,DK,NA,NA,DK,NA,NA,NA,NA,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,NA,NA
3643,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,3225,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,3225,1612.5,NA,NA
3644,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3645,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,RS,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA
3646,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3647,France,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,65,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,65,32.5,NA,NA
3648,France,Do not know,Do not know,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3649,France,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3651,France,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,No,NA,DK,NA,NA,NA,65,65,NA,NA,NA,1,No,NA,NA,NA,0,NA,65,NA,65,130,NA,NA
